512	100
ಂ	e	1.277298	1.208259	0.526033	0.309665	0.113370	2.265454	-2.701568	-0.305891	-0.766482	-0.477968	-0.770797	0.411028	0.148610	0.016588	-0.674665	-0.588083	-0.017060	7.983361	-1.922835	2.675038	-0.489641	0.723902	1.034118	0.883859	-0.630720	-0.688707	0.359576	0.654089	-0.878700	-0.981102	1.582818	-0.397129	2.494538	0.760792	0.586412	-1.336784	-0.426935	-3.222516	2.796738	-4.247401	0.492608	1.263541	0.008069	1.489833	1.118358	0.190148	0.802009	0.289771	0.162275	0.248938	-1.396675	0.511460	-0.907016	-0.111519	-1.429194	0.594362	-1.184004	-2.002122	1.004840	-0.895517	0.603111	1.488802	1.630303	-0.118466	0.662618	-0.646969	-0.049519	-1.217025	0.687238	-0.640556	0.503314	1.150388	-0.220587	0.290855	0.374176	0.720015	-1.910044	1.106077	0.700177	-2.126478	-0.679896	-0.111126	0.176803	-0.163086	-0.304863	1.515514	-1.734617	-0.036985	-2.313228	3.267219	0.823239	-0.331442	1.086476	0.163835	0.191462	0.064825	-0.376188	0.069086	-0.569659	-0.165346	
ಂ	m	-0.485461	-3.012941	-4.050720	0.407310	-2.875199	2.218519	-13.485931	4.043623	4.790319	3.046882	-2.511356	8.119084	-0.321295	8.973895	0.431715	2.457879	-0.376377	7.883768	4.252583	-3.610790	-0.689511	1.341646	-4.076120	5.606839	-5.406780	8.758451	1.589737	-2.527889	-0.692155	2.251512	-4.490068	-2.704406	7.029420	1.753014	3.071734	-2.225521	4.778031	-2.904388	7.163694	-2.105503	4.056259	-1.024231	0.266597	-1.819091	7.591660	2.831076	0.011932	-3.566175	-6.474340	-1.461579	-5.966362	11.404887	-0.551274	-1.093045	7.041359	-3.506604	0.213005	-8.740800	0.645358	-6.607913	1.133537	7.419981	-1.934758	5.822766	3.962115	-8.333620	-9.322238	-9.230856	0.591379	6.428842	-3.442548	5.418410	12.416358	0.753618	0.063951	9.387960	2.987045	6.605927	-1.913571	2.719403	4.693955	1.161620	-2.911042	-0.391057	2.656775	2.940658	-0.242483	3.150051	-2.355498	-8.526363	-5.798476	9.772964	-3.367913	-3.498468	0.684211	3.177192	-5.334820	2.476611	0.344077	-6.017694	
ಃ	s	0.001913	0.002630	-0.001637	-0.000804	-0.004307	-0.004422	0.001815	0.003984	-0.002704	-0.003848	0.001606	0.004602	-0.000624	0.003885	-0.003359	0.001832	-0.002908	0.000807	-0.001674	-0.001046	-0.001902	0.001449	0.000568	0.001750	0.002552	0.002844	-0.000227	-0.001499	0.003109	0.004522	0.004846	-0.000011	0.004926	-0.001486	-0.002804	-0.000506	-0.004341	-0.000648	0.000727	0.002797	-0.004536	0.004067	0.001845	-0.001819	-0.003002	0.002190	-0.000542	-0.003573	-0.004583	-0.004247	0.004972	0.000814	-0.001624	-0.000714	0.002292	-0.002874	-0.003967	-0.000178	-0.002176	0.003643	0.001044	-0.003110	0.000476	0.001146	-0.001436	0.002523	0.001654	0.002916	-0.003750	0.001252	-0.004737	0.004736	0.004258	0.000107	-0.002290	0.004885	-0.004755	-0.001379	-0.002099	0.004146	0.004367	-0.001176	-0.002758	-0.004200	-0.000720	-0.004752	-0.000360	-0.004373	0.000140	0.004924	0.001501	0.001909	-0.000397	-0.002617	0.001731	-0.004572	0.002827	0.004657	0.001737	-0.000536	
ಃ	b	-0.002534	0.001276	-0.004576	-0.000201	0.003677	0.004272	-0.000801	0.004715	0.004117	0.003177	0.001968	0.004991	0.003942	0.000021	-0.004862	0.003910	0.000808	-0.000665	0.002614	-0.002747	0.004871	-0.001848	0.000803	0.003301	-0.001212	-0.003999	-0.001389	0.002835	-0.002286	0.004916	-0.002555	-0.000863	-0.000693	-0.000574	0.001210	-0.002012	0.003721	-0.003438	-0.003687	-0.002331	0.003615	-0.004143	0.001660	-0.001039	0.004142	-0.000658	-0.001342	-0.004855	0.002961	0.001547	0.001212	0.002004	0.000228	-0.000496	-0.004270	-0.002182	-0.001403	0.002745	0.001116	0.003367	0.003227	0.003299	-0.001222	0.001935	0.001772	-0.004300	0.002621	-0.000699	0.004390	-0.003023	-0.000948	0.003748	0.003737	-0.003337	-0.003022	-0.003945	0.004968	-0.003212	-0.002196	-0.000494	-0.004260	0.001884	-0.004564	-0.000120	-0.003791	-0.001018	-0.003719	-0.004541	-0.000968	-0.002387	-0.000754	-0.002975	-0.000635	-0.000192	-0.004264	-0.002142	0.004863	0.000099	-0.000343	0.003740	
ಃ	e	0.350570	-0.567392	0.452243	-2.085646	-0.601443	0.689847	-0.800542	0.612810	0.170842	0.236882	-2.410402	0.567642	-1.485989	1.704016	2.804369	2.205918	0.172695	1.100322	0.333265	1.513953	-0.234470	-0.317262	1.075349	0.477681	2.027788	0.441386	-1.848910	-0.792589	-0.154961	-0.096317	-0.462314	0.324741	-4.458422	0.486383	-0.149274	1.631646	0.929076	-1.400940	1.429085	-0.692507	-0.520896	-0.730860	0.381892	0.472495	-0.726004	-0.129928	-0.631038	-1.065109	1.499044	-0.138747	-1.728747	1.155788	-0.311240	0.491987	-0.937179	0.443150	1.134471	1.933841	1.029415	0.358318	-0.480621	0.224322	-1.374196	-0.167361	0.679762	-1.026296	-0.111716	-0.604108	0.239716	0.113316	-0.249448	0.095396	-1.531349	0.069487	0.965843	-0.392829	-0.518344	0.210781	-1.081767	-0.311767	-1.370319	-0.191477	-0.293379	0.616868	-0.213222	1.061076	-0.038044	0.538720	1.646622	-1.947533	0.921847	-0.273756	-0.448366	0.189060	-1.283297	0.299073	0.488481	-0.886412	2.592528	1.560738	
ಃ	m	0.465116	-0.505031	0.134682	-0.676464	0.100079	-0.656468	0.136465	0.070508	-0.423098	-0.049526	-0.890120	0.086471	-0.595271	1.800271	2.241610	1.110917	-0.060112	0.802285	-0.410207	1.142102	0.436887	-0.148231	0.298217	0.613472	0.648636	0.079264	-0.328790	-0.406069	-0.520424	-0.302329	-0.612566	0.222146	-3.173244	0.083003	0.142773	0.988079	0.463513	-0.848806	0.994335	-0.212481	-0.689525	-0.559779	-0.021232	0.211323	-0.119969	-0.097225	-0.285593	-0.519312	-0.158426	-0.489364	-1.291342	1.077504	-0.096299	0.459163	-0.755433	0.288093	-0.335050	0.498382	0.178079	-0.192994	-0.290599	0.133010	-0.706949	0.151231	0.211473	0.079654	-0.433380	-0.120915	0.085006	0.033589	0.052552	-0.361563	-0.936181	-0.146857	1.176979	-0.292127	0.003957	-0.165222	-0.006712	0.187778	-1.010676	0.058856	0.008421	0.181842	-0.243345	-0.025888	-0.209276	0.393504	0.118741	-0.419826	0.371779	-0.455676	-0.399181	-0.144960	-0.793691	0.601424	0.195557	-0.834589	1.558222	1.125980	
಄	s	-0.001756	-0.003588	-0.000678	-0.002472	0.002688	0.001742	0.002502	0.002512	-0.004421	0.002825	-0.002356	-0.003550	-0.000426	-0.000810	0.003655	0.000125	-0.000172	0.002870	0.001942	-0.003182	0.003999	-0.001605	-0.003590	0.002309	0.002242	0.002798	0.003466	0.004881	-0.002787	-0.004392	0.002017	-0.004687	0.004069	-0.001142	0.003468	-0.003111	0.000466	-0.002921	0.001725	-0.004612	-0.003439	-0.002698	0.003195	-0.000908	-0.004991	-0.000942	-0.003215	-0.001217	0.000966	0.004379	0.003900	-0.002259	0.002090	-0.002205	-0.001554	0.001748	-0.001464	-0.003662	-0.003169	-0.000915	0.002960	-0.000461	-0.002041	0.000533	0.000519	-0.000570	0.003238	-0.000626	-0.001130	0.000541	-0.003426	0.001389	-0.001833	-0.000095	0.004372	0.004859	0.001068	-0.002949	-0.004460	0.000565	0.002729	0.004012	0.001483	0.001788	0.000806	-0.004681	-0.003893	0.004311	-0.004545	-0.001997	-0.004180	-0.003586	-0.000668	0.001595	-0.000473	-0.001122	-0.002405	-0.001874	-0.001366	0.004984	
಄	b	-0.002102	0.002128	-0.002953	0.000515	0.000399	0.000632	0.001174	0.003750	-0.002247	0.003169	-0.000080	-0.004528	-0.004883	0.001771	0.004691	-0.001039	0.000146	0.000968	-0.000606	-0.000000	0.002999	-0.002207	0.000434	-0.003132	-0.003671	0.001775	-0.003281	0.000347	-0.004705	0.004947	-0.000346	0.003720	-0.002449	0.001840	0.003146	0.002766	0.003255	-0.000515	0.003601	-0.004233	-0.004938	-0.002587	-0.000075	0.003504	-0.001871	-0.002345	0.003524	-0.000741	0.000112	0.004743	-0.001695	-0.001187	0.001168	-0.004292	0.000674	0.000447	0.003951	0.000081	-0.000464	0.004942	0.003620	-0.000106	-0.003700	-0.004420	-0.002170	-0.000323	0.004870	-0.001858	-0.003264	-0.003538	0.001653	0.000908	0.002997	-0.000219	-0.004445	0.004661	0.001767	0.001664	-0.002018	0.002682	0.000703	-0.003358	0.002841	0.000751	-0.000038	0.001748	-0.003462	-0.002849	0.002198	-0.003488	-0.002021	0.002662	0.002570	0.002965	-0.001430	0.000565	-0.001267	-0.004361	0.002218	-0.003357	
಄	e	0.000843	0.001565	-0.004671	-0.000825	0.001556	0.000274	-0.003191	-0.001056	-0.003970	0.003797	-0.001935	-0.000770	0.001919	-0.003333	0.003002	-0.004185	-0.000620	-0.004087	-0.001973	-0.003020	0.001071	0.001067	0.002046	0.003507	0.002145	0.004161	-0.003534	-0.001324	0.000261	-0.000274	-0.004808	-0.001731	-0.004426	0.004792	0.004631	0.000567	0.000741	-0.001108	0.003689	-0.003649	0.000917	0.004056	0.003773	-0.001097	0.003760	0.004816	-0.001212	0.004003	-0.000576	-0.001797	-0.004859	-0.000066	0.000568	0.003748	0.001739	-0.002524	0.002346	0.003483	-0.000014	-0.000089	0.002415	0.001938	0.003791	0.003020	0.000931	-0.003855	-0.000442	-0.004917	0.000551	-0.004365	-0.003806	-0.003117	-0.003570	0.002440	-0.004894	0.001701	-0.003774	0.001091	0.000199	-0.004683	0.000093	-0.001382	-0.002119	-0.003987	0.000690	0.004554	-0.002944	0.004571	0.003171	0.000929	-0.000868	0.004271	-0.004807	0.002275	-0.001986	0.000896	-0.003088	-0.004378	0.000110	0.002725	
಄	m	0.000985	0.000503	0.004324	0.000540	0.002568	-0.001051	0.002064	-0.002377	-0.000684	-0.004510	-0.002765	-0.000245	0.001387	-0.002842	-0.003755	-0.004783	0.001437	0.003484	-0.002002	0.004791	0.004621	-0.003500	0.003902	0.001757	-0.001404	0.000737	-0.002137	0.001897	0.003519	0.003225	-0.003714	0.003491	0.002045	0.003497	-0.001921	-0.002677	-0.000670	0.003583	0.004647	-0.003329	0.003032	-0.001986	-0.000103	-0.002681	0.003306	0.003823	0.000234	-0.002453	0.002809	0.000540	0.004566	-0.001864	-0.003304	0.000196	0.004298	0.002367	0.002625	-0.002677	0.003336	-0.003978	0.000750	-0.001048	-0.001912	-0.002617	0.003729	0.004615	-0.002541	-0.002770	-0.003282	-0.003659	0.002855	-0.001156	-0.002627	-0.001336	-0.001817	-0.001993	-0.004150	-0.001387	-0.000152	0.003001	0.004806	-0.004279	-0.003242	0.004605	-0.000604	0.002018	0.000318	-0.003898	-0.002722	0.002035	0.004435	0.003273	-0.001393	0.002805	-0.004485	0.004400	-0.003961	0.003858	0.002464	0.000262	
ಅ	s	-0.312742	0.334069	0.215061	0.195057	-0.540141	1.402684	-1.351056	0.731793	0.137672	-0.571449	0.028040	-0.204744	0.089587	0.051582	-0.287204	-0.123068	0.470497	0.197851	-0.310563	-0.255529	-0.224679	0.561267	-0.197799	-0.295856	0.032685	-0.475556	0.362108	-0.076962	-0.132510	0.188513	0.375809	0.032120	0.305827	-0.176326	0.171994	-0.556321	0.162902	0.228504	0.017854	-0.212219	0.672878	-0.081633	0.494379	0.070066	-0.221754	-0.190996	0.143004	0.173853	0.258295	0.067383	-0.091778	0.262443	0.001132	0.480354	0.260206	-0.037333	-0.135541	-0.689952	-0.052913	-0.070476	-0.328570	0.012743	0.103424	-0.655301	0.947765	-0.461590	0.653279	-0.189304	0.627347	1.634795	0.760085	-0.053285	-0.455936	-0.332484	-0.163418	-0.322014	-0.673954	0.141945	0.500182	-0.457257	-0.376309	-0.208382	-0.169265	-0.119471	0.194242	0.190471	-0.496113	-0.081220	0.194610	-0.417964	0.459636	-0.196434	0.286641	0.005658	-0.782967	0.007475	-0.071853	0.500162	0.086854	-0.374441	
ಅ	b	4.114019	-0.022565	4.970325	3.129719	-3.305106	0.575175	-2.398444	-4.919763	1.189806	0.017942	1.024812	-2.697243	-2.619513	-2.001148	11.971030	-0.999853	1.932348	-1.012308	-6.394478	-2.558045	1.111805	-6.846947	3.237654	-4.640852	4.148180	-0.429850	-2.372059	-6.317482	1.947856	0.130311	1.469766	-1.421256	-14.907961	-3.632612	1.833674	3.246913	0.203964	-11.027635	3.477063	2.291608	-3.284103	-3.114116	3.176328	0.553582	-2.196110	-1.715999	-0.196722	0.471637	-1.876081	-1.488424	-2.729915	5.738014	-0.779806	6.726659	2.892830	-0.684915	-2.660963	1.164490	0.289331	0.632669	-0.057193	-1.137596	-4.197272	-4.493779	2.040528	1.502184	-3.144259	-2.577683	-1.986461	-4.097820	0.119863	-1.323303	-8.892627	3.117060	0.906774	-5.362449	1.470572	-0.771095	-1.103504	5.471631	-2.017113	-0.569697	3.222992	-0.224071	-2.507187	-2.918609	-2.541246	5.893468	6.094953	0.093796	2.030634	1.189919	-0.995941	1.214720	6.973958	0.364562	-1.306458	0.172492	6.181586	2.881714	
ಅ	e	0.001158	-0.000357	0.004648	-0.001321	-0.003715	-0.000515	-0.000395	-0.002607	-0.004202	0.002267	-0.000038	-0.000250	-0.002649	0.002519	-0.000374	0.001530	0.001102	-0.002727	-0.004998	0.001016	-0.000294	-0.003940	0.004998	-0.001012	-0.001680	0.000912	0.001019	-0.001273	0.004600	-0.003641	-0.003028	-0.003985	-0.001298	-0.000567	-0.000738	-0.000867	0.003282	-0.000334	-0.003203	-0.001137	0.003498	-0.000912	0.000982	-0.001515	-0.002996	0.002231	-0.004276	0.003781	0.003958	-0.003875	-0.002571	0.003032	-0.002985	0.000303	-0.004997	-0.002980	0.001332	-0.003204	-0.000148	-0.000975	0.004565	0.000134	-0.004117	0.004829	-0.003129	-0.002652	-0.000498	0.002713	0.000905	-0.002028	-0.000385	0.003458	0.001823	0.004034	-0.002372	0.000346	-0.002717	0.000068	-0.002552	-0.000843	-0.002560	0.003103	-0.004519	-0.001826	0.004950	0.002671	0.000633	-0.001823	0.004970	0.000804	0.004310	0.002448	-0.004844	0.002033	0.000419	-0.003233	-0.004335	0.003389	-0.004634	-0.000583	
ಅ	m	-0.021441	0.010962	-0.046164	0.090681	-0.017450	0.017939	-0.003776	0.008444	-0.056664	-0.107057	0.140463	-0.145596	-0.031033	0.003158	0.257432	0.190045	0.012954	-0.300704	-0.039346	-0.152790	0.024211	0.074823	-0.100958	-0.039093	-0.027960	0.021288	0.050880	0.042272	-0.054514	0.000770	-0.044154	-0.017802	0.045293	-0.076282	0.035054	-0.080906	-0.031922	0.141957	-0.026030	-0.018828	0.095464	-0.019448	0.027912	-0.045225	0.058719	0.008423	0.106912	0.080241	-0.050103	0.012158	0.111991	-0.061893	0.036018	0.059539	0.116844	-0.057999	-0.073478	-0.139043	-0.088139	-0.004472	0.025831	0.061656	0.115926	-0.020897	0.072581	-0.047323	0.105796	0.027753	0.052872	0.228210	0.126901	0.011288	0.007412	-0.043805	-0.018086	-0.051103	0.008154	-0.034655	0.085269	-0.041406	0.073845	-0.010642	0.013413	-0.077006	0.042900	-0.091671	-0.020848	-0.117526	0.036701	-0.108524	-0.045736	0.072058	0.062490	0.013787	-0.022750	-0.051638	-0.010123	0.064027	-0.106721	-0.079093	
ಆ	s	-0.776701	-1.232014	0.684113	-0.511721	-0.455303	1.885149	0.244816	-0.966617	-1.321747	-1.066848	-0.789549	-0.642026	-0.405414	0.234362	1.417317	1.341967	0.338703	0.824595	-0.545238	-0.244089	-1.277948	-0.572704	1.191662	-1.945386	-0.320662	0.706515	-1.338688	-1.148217	-0.572502	0.063862	1.426278	-0.257262	-2.745508	-0.382588	0.699657	0.525828	0.865195	-0.321506	2.048161	0.053001	0.835620	-0.382037	0.706915	-0.000942	0.566264	-0.099127	0.347735	-0.083652	1.720039	1.335299	0.065386	0.113992	0.523865	-0.190039	0.744680	-1.415575	-0.112334	-0.197180	-0.384874	0.028750	-0.142745	1.819210	-1.176239	-0.574160	0.864235	-0.895945	0.254638	-0.994196	0.884515	1.112486	1.255415	0.020506	-0.858755	-0.285930	-0.018087	-0.777660	-1.209711	-0.235883	0.357365	-0.100378	-1.002068	0.192023	0.327598	-0.218142	-0.646416	-0.219509	-0.476130	-0.019850	0.971301	0.307363	0.906189	-1.292620	-0.712228	0.846104	-0.841626	0.592839	-0.430952	0.444912	1.227043	-0.900283	
